,gw,manager,entry,points,picks
6219,23,nolo.,1,35.0,"(('Sanchez', '3'), ('Udogie', '9'), ('Aké', '2'), ('Alexander-Arnold', '4'), ('Sterling', '1'), ('Rice', '1'), ('Palmer', '1'), ('Garnacho', '2'), ('Darwin', '3'), ('J.Alvarez', '5'), ('G.Jesus', '4'))"
6220,23,dutoitboss,1,34.5,"(('Onana', '1'), ('Walker', '2'), ('Tsimikas', '2'), ('Mee', '2'), ('Dawson', '2'), ('Foden', '2'), ('Hee Chan', '2'), ('Palmer', '1'), ('Salah', '19.5'), ('B.Fernandes', '1'), ('Haaland', '0'))"
6221,23,eksteenvd@yahoo.com,1,34.5,"(('Ederson M.', '2'), ('Walker', '2'), ('Virgil', '2'), ('Dalot', '1'), ('Maguire', '1'), ('Bowen', '2'), ('Hee Chan', '2'), ('Palmer', '1'), ('McTominay', '2'), ('Salah', '19.5'), ('Haaland', '0'))"
6222,23,HalaMadrid,2,34.5,"(('Ederson M.', '2'), ('White', '2'), ('Zinchenko', '1'), ('Saliba', '2'), ('Salah', '19.5'), ('Buonanotte', '1'), ('Lallana', '1'), ('Bowen', '2'), ('Haaland', '0'), ('Watkins', '2'), ('João Pedro', '2'))"
6223,23,jj98,1,34.5,"(('Onana', '1'), ('Shaw', '1'), ('Dalot', '1'), ('Alexander-Arnold', '4'), ('Pinnock', '2'), ('Akanji', '1'), ('Salah', '19.5'), ('Foden', '2'), ('Palmer', '1'), ('Gordon', '2'), ('Haaland', '0'))"
6224,23,MESSITHEGOAT,8,34.5,"(('Onana', '1'), ('Pinnock', '2'), ('Mee', '2'), ('N.Semedo', '2'), ('Shaw', '1'), ('H.Bueno', '2'), ('Salah', '19.5'), ('Mitoma', '1'), ('Haaland', '0'), ('Darwin', '2'), ('Ferguson', '2'))"
6225,23,*chosen1#,3,34.0,"(('Flekken', '3'), ('Walker', '2'), ('Trippier', '-1'), ('Alexander-Arnold', '8'), ('Saka', '2'), ('Gordon', '2'), ('Bowen', '2'), ('Ward-Prowse', '2'), ('Bernardo', '9'), ('G.Jesus', '3'), ('João Pedro', '2'))"
6226,23,DokotelaVuyo,6,34.0,"(('Leno', '9'), ('Saliba', '2'), ('Alexander-Arnold', '4'), ('H.Bueno', '3'), ('Mbeumo', '0'), ('Hee Chan', '2'), ('B.Fernandes', '1'), ('Szoboszlai', '2'), ('Haaland', '0'), ('Cunha', '9'), ('Ferguson', '2'))"
6227,23,mavrosp,5,34.0,"(('Sanchez', '3'), ('Mee', '2'), ('Trippier', '-1'), ('Virgil', '2'), ('Bernardo', '9'), ('Mitoma', '1'), ('B.Fernandes', '2'), ('Hee Chan', '2'), ('Ødegaard', '3'), ('Ferguson', '2'), ('Raúl', '9'))"
6228,23,MESSITHEGOAT,22,34.0,"(('Ederson M.', '2'), ('Tsimikas', '2'), ('Virgil', '2'), ('Alexander-Arnold', '4'), ('Foden', '4'), ('Grealish', '15'), ('Mitoma', '1'), ('Sterling', '1'), ('Maupay', '2'), ('N.Jackson', '1'), ('Højlund', '0'))"
6229,23,fpljonnas,2,33.0,"(('A.Becker', '3'), ('Alexander-Arnold', '8'), ('Dawson', '2'), ('Maguire', '1'), ('Foden', '2'), ('Ødegaard', '2'), ('Gordon', '2'), ('Hee Chan', '2'), ('Haaland', '0'), ('Darwin', '2'), ('Cunha', '9'))"
6230,23,its_jivi_,1,33.0,"(('Ederson M.', '2'), ('Walker', '2'), ('Pinnock', '2'), ('H.Bueno', '2'), ('Mitoma', '1'), ('Salah', '13'), ('Mbeumo', '0'), ('Doku', '0'), ('Cunha', '9'), ('Wissa', '2'), ('Højlund', '0'))"
6231,23,JamieWagner,3,33.0,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Mee', '2'), ('Dalot', '1'), ('Akanji', '1'), ('Stones', '1'), ('Bowen', '2'), ('Garnacho', '3'), ('Son', '17'), ('Mitoma', '1'), ('Haaland', '0'))"
6232,23,MESSITHEGOAT,21,33.0,"(('Ederson M.', '2'), ('Tsimikas', '2'), ('Virgil', '2'), ('Alexander-Arnold', '4'), ('Hee Chan', '2'), ('Willian', '6'), ('Sterling', '1'), ('Bowen', '2'), ('Haaland', '0'), ('J.Alvarez', '10'), ('Ferguson', '2'))"
6233,23,onkgo39,1,33.0,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Zinchenko', '1'), ('Pinnock', '2'), ('Mbeumo', '0'), ('Mitoma', '1'), ('Palmer', '1'), ('Son', '17'), ('Foden', '2'), ('Haaland', '0'), ('João Pedro', '4'))"
6234,23,bossnate,2,32.5,"(('Ederson M.', '2'), ('Alexander-Arnold', '4'), ('Trippier', '-1'), ('Pinnock', '2'), ('Kudus', '2'), ('Luis Díaz', '1.5'), ('B.Fernandes', '2'), ('Sterling', '1'), ('Son', '17'), ('Watkins', '2'), ('Højlund', '0'))"
6235,23,brentlewin,1,32.5,"(('Steele', '0'), ('Akanji', '1'), ('Dalot', '1'), ('Van Hecke', '2'), ('Salah', '19.5'), ('Kudus', '2'), ('Foden', '2'), ('Elanga', '2'), ('Mitoma', '1'), ('Haaland', '0'), ('Watkins', '2'))"
6236,23,*chosen1#,1,32.5,"(('Flekken', '3'), ('Akanji', '1'), ('Trippier', '-1'), ('Schär', '0'), ('Salah', '19.5'), ('Bowen', '2'), ('Hee Chan', '2'), ('Ward-Prowse', '2'), ('Kudus', '2'), ('Haaland', '0'), ('Maupay', '2'))"
6237,23,Mncedisig,1,32.5,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('James', '1.5'), ('Akanji', '1'), ('Tsimikas', '2'), ('Bailey', '4'), ('Salah', '13'), ('Saka', '2'), ('Garnacho', '2'), ('Haaland', '0'), ('João Pedro', '2'))"
6238,23,fpljonnas,3,32.0,"(('Onana', '1'), ('Tsimikas', '2'), ('Alexander-Arnold', '4'), ('Dalot', '1'), ('Maguire', '1'), ('Trippier', '-1'), ('Salah', '13'), ('Foden', '2'), ('Ferguson', '4'), ('Wissa', '2'), ('Watkins', '3'))"
6239,23,fpljonnas,9,32.0,"(('Raya', '2'), ('White', '2'), ('Alexander-Arnold', '4'), ('Kilman', '2'), ('Bernardo', '9'), ('Hee Chan', '2'), ('B.Fernandes', '1'), ('Ward-Prowse', '2'), ('Haaland', '0'), ('J.Alvarez', '5'), ('Darwin', '3'))"
6240,23,goldeneye3,1,32.0,"(('Martinez', '10'), ('Konsa', '6'), ('Pau', '6'), ('Alexander-Arnold', '4'), ('Maguire', '1'), ('Trippier', '-1'), ('Doku', '0'), ('Foden', '2'), ('Hee Chan', '2'), ('Haaland', '0'), ('João Pedro', '2'))"
6241,23,Hiren,1,32.0,"(('Sanchez', '3'), ('Walker', '3'), ('Tsimikas', '2'), ('Mee', '2'), ('Salah', '13'), ('Bowen', '2'), ('Hee Chan', '2'), ('Sterling', '1'), ('Foden', '2'), ('Haaland', '0'), ('Maupay', '2'))"
6242,23,littleking,1,32.0,"(('Sanchez', '3'), ('Romero', '1'), ('Saliba', '2'), ('Walker', '2'), ('Ødegaard', '3'), ('Son', '17'), ('Saka', '2'), ('Hee Chan', '2'), ('Mac Allister', '0'), ('Haaland', '0'), ('Højlund', '0'))"
6243,23,Prishern,2,32.0,"(('Ederson M.', '2'), ('Alexander-Arnold', '8'), ('Virgil', '2'), ('Tsimikas', '2'), ('Douglas Luiz', '2'), ('Foden', '2'), ('Gross', '7'), ('Bowen', '2'), ('McNeil', '3'), ('Haaland', '0'), ('Isak', '2'))"
6244,23,SPE007,2,32.0,"(('Onana', '1'), ('Alexander-Arnold', '8'), ('Virgil', '3'), ('Tsimikas', '2'), ('Foden', '2'), ('B.Fernandes', '1'), ('Gross', '7'), ('Mitoma', '1'), ('McTominay', '2'), ('Haaland', '0'), ('J.Alvarez', '5'))"
6245,23,aj,1,31.5,"(('Ederson M.', '2'), ('White', '2'), ('Coufal', '0'), ('Akanji', '1'), ('Salah', '19.5'), ('Mbeumo', '0'), ('Bowen', '2'), ('Mitoma', '1'), ('Enzo', '2'), ('Haaland', '0'), ('João Pedro', '2'))"
6246,23,Bundas,4,31.5,"(('Ederson M.', '2'), ('Tsimikas', '2'), ('Colwill', '1'), ('James', '1'), ('Maguire', '1'), ('Sterling', '1'), ('B.Fernandes', '1'), ('Salah', '19.5'), ('Luis Díaz', '1'), ('Garnacho', '2'), ('Haaland', '0'))"
6247,23,Bundas,1,31.0,"(('Sanchez', '3'), ('Alexander-Arnold', '4'), ('Maguire', '1'), ('Walker', '2'), ('Rúben', '2'), ('James', '1'), ('Garnacho', '2'), ('Salah', '13'), ('Haaland', '0'), ('Darwin', '3'), ('Højlund', '0'))"
6248,23,duxonetime,1,31.0,"(('Sanchez', '3'), ('James', '1'), ('Shaw', '1'), ('Mee', '2'), ('Salah', '13'), ('Foden', '3'), ('Palmer', '1'), ('Mbeumo', '0'), ('Garnacho', '2'), ('J.Alvarez', '5'), ('Haaland', '0'))"
6249,23,ialreadywonbruv,9,31.0,"(('Raya', '2'), ('Kilman', '2'), ('Dunk', '3'), ('Maguire', '1'), ('Pinnock', '2'), ('Sarabia', '6'), ('Gross', '7'), ('B.Fernandes', '2'), ('Rodrigo', '1'), ('Haaland', '0'), ('J.Alvarez', '5'))"
6250,23,MESSITHEGOAT,5,31.0,"(('Verbruggen', '2'), ('Dunk', '2'), ('Alexander-Arnold', '4'), ('Tsimikas', '2'), ('N.Semedo', '2'), ('Toti', '2'), ('Foden', '2'), ('Salah', '13'), ('Haaland', '0'), ('Højlund', '0'), ('Ferguson', '2'))"
6251,23,MESSITHEGOAT,20,31.0,"(('Ederson M.', '2'), ('Rúben', '2'), ('Aké', '2'), ('Alexander-Arnold', '4'), ('Luis Díaz', '1'), ('Ødegaard', '2'), ('B.Fernandes', '1'), ('Mitoma', '1'), ('Darwin', '3'), ('G.Jesus', '4'), ('Raúl', '9'))"
6252,23,Thanksforthemoney,1,31.0,"(('Sanchez', '3'), ('Alexander-Arnold', '6'), ('Mykolenko', '7'), ('Dalot', '1'), ('Bowen', '2'), ('Sterling', '1'), ('Saka', '2'), ('Foden', '2'), ('Haaland', '0'), ('J.Alvarez', '5'), ('João Pedro', '2'))"
6253,23,zano,2,31.0,"(('Martinez', '10'), ('Virgil', '2'), ('Zinchenko', '1'), ('Akanji', '1'), ('Cash', '1'), ('Szoboszlai', '2'), ('Palmer', '1'), ('Bernardo', '9'), ('Martinelli', '3'), ('Luis Díaz', '1'), ('Haaland', '0'))"
6254,23,Bundas,2,30.5,"(('Sanchez', '3'), ('Alexander-Arnold', '4'), ('James', '1'), ('Colwill', '1'), ('B.Fernandes', '1'), ('Garnacho', '2'), ('Luis Díaz', '1'), ('Foden', '2'), ('Bernardo', '13.5'), ('Haaland', '0'), ('Darwin', '2'))"
6255,23,CR7FC,4,30.5,"(('Leno', '9'), ('Trippier', '-1'), ('Alexander-Arnold', '4'), ('Shaw', '1'), ('Tarkowski', '6'), ('B.Fernandes', '1.5'), ('Foden', '2'), ('Hee Chan', '2'), ('Antony', '4'), ('Haaland', '0'), ('Watkins', '2'))"
6256,23,chiefmatt,10,30.0,"(('José Sá', '2'), ('Tsimikas', '2'), ('Quansah', '1'), ('Toti', '2'), ('Dawson', '2'), ('B.Fernandes', '2'), ('Salah', '13'), ('Gibbs-White', '2'), ('Foden', '2'), ('Haaland', '0'), ('Isak', '2'))"
6257,23,HalaMadrid,1,30.0,"(('Dubravka', '2'), ('Trippier', '-1'), ('Schär', '0'), ('Tsimikas', '2'), ('Salah', '13'), ('Saka', '4'), ('Kudus', '2'), ('Palmer', '1'), ('Haaland', '0'), ('Amdouni', '2'), ('Rodriguez', '5'))"
6258,23,dutoitboss,3,29.5,"(('Flekken', '3'), ('Walker', '2'), ('Dalot', '1'), ('Tsimikas', '2'), ('Dawson', '2'), ('Salah', '13'), ('Saka', '2'), ('Hee Chan', '2'), ('Palmer', '1'), ('B.Fernandes', '1.5'), ('Haaland', '0'))"
6259,23,ialreadywonbruv,7,29.5,"(('Ederson M.', '2'), ('Alexander-Arnold', '4'), ('Dawson', '2'), ('Dunk', '2'), ('Bowen', '4'), ('Gross', '7'), ('B.Fernandes', '1'), ('Palmer', '1.5'), ('Darwin', '2'), ('Watkins', '2'), ('Ferguson', '2'))"
6260,23,kolboyce,2,29.5,"(('Flekken', '3'), ('Alexander-Arnold', '4'), ('Dawson', '2'), ('Mee', '2'), ('Hee Chan', '4'), ('Saka', '2'), ('Gross', '7'), ('McTominay', '2'), ('Mitoma', '1.5'), ('Watkins', '2'), ('Haaland', '0'))"
6261,23,Nico Celento,2,29.5,"(('Onana', '1'), ('Cucurella', '2'), ('T.Silva', '0'), ('Coufal', '0'), ('Palmer', '2'), ('Mitoma', '1'), ('Gross', '10.5'), ('Bowen', '2'), ('Saka', '2'), ('Haaland', '0'), ('Raúl', '9'))"
6262,23,SPE007,1,29.5,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Virgil', '2'), ('Tsimikas', '2'), ('Foden', '2'), ('B.Fernandes', '1'), ('Gross', '7'), ('Mitoma', '1'), ('McTominay', '2'), ('Haaland', '0'), ('J.Alvarez', '7.5'))"
6263,23,chiefmatt,9,29.0,"(('Flekken', '3'), ('Trippier', '-1'), ('Alexander-Arnold', '8'), ('Tsimikas', '2'), ('Bowen', '2'), ('Sterling', '1'), ('Bernardo', '9'), ('Gordon', '2'), ('Mitoma', '1'), ('Haaland', '0'), ('Darwin', '2'))"
6264,23,DokotelaVuyo,4,29.0,"(('Martinez', '10'), ('Trippier', '-1'), ('Alexander-Arnold', '6'), ('Virgil', '2'), ('Szoboszlai', '2'), ('Mitoma', '1'), ('Rice', '1'), ('Palmer', '1'), ('McTominay', '2'), ('N.Jackson', '1'), ('Watkins', '4'))"
6265,23,dutoitboss,4,29.0,"(('Ederson M.', '2'), ('Pedro Porro', '5'), ('Shaw', '1'), ('Alexander-Arnold', '4'), ('Saka', '2'), ('Bowen', '2'), ('Luis Díaz', '1'), ('B.Fernandes', '2'), ('Foden', '3'), ('J.Alvarez', '5'), ('G.Jesus', '2'))"
6266,23,fpljonnas,12,29.0,"(('A.Becker', '3'), ('Dunk', '2'), ('Dawson', '2'), ('Alexander-Arnold', '4'), ('Hee Chan', '2'), ('Gross', '7'), ('Bowen', '2'), ('Foden', '2'), ('Ferguson', '2'), ('Haaland', '0'), ('Darwin', '3'))"
6267,23,ialreadywonbruv,2,29.0,"(('Onana', '1'), ('Pinnock', '2'), ('Mee', '2'), ('Tsimikas', '2'), ('Trippier', '-1'), ('Gordon', '3'), ('Willian', '6'), ('Saka', '2'), ('A.Doucoure', '10'), ('Watkins', '2'), ('Haaland', '0'))"
6268,23,russiandon,3,29.0,"(('Onana', '1'), ('Maguire', '1'), ('Virgil', '2'), ('Alexander-Arnold', '4'), ('B.Fernandes', '2'), ('Saka', '2'), ('McNeil', '3'), ('Bernardo', '9'), ('Hee Chan', '2'), ('G.Jesus', '3'), ('Haaland', '0'))"
6269,23,takeadunk,1,29.0,"(('Flekken', '3'), ('Alexander-Arnold', '4'), ('Saliba', '2'), ('Walker', '2'), ('Saka', '3'), ('Bowen', '2'), ('Hee Chan', '2'), ('B.Fernandes', '1'), ('Sterling', '1'), ('Haaland', '0'), ('Raúl', '9'))"
6270,23,ialreadywonbruv,11,28.5,"(('Johnstone', '2'), ('Digne', '5'), ('Toffolo', '8'), ('Zouma', '0'), ('Rúben', '2'), ('Lo Celso', '2'), ('McNeil', '4.5'), ('Tielemans', '1'), ('Garnacho', '2'), ('Edouard', '1'), ('Wood', '1'))"
6271,23,Barcelona,1,28.0,"(('Martinez', '10'), ('Akanji', '1'), ('Walker', '2'), ('Virgil', '2'), ('Alexander-Arnold', '6'), ('Luis Díaz', '1'), ('B.Fernandes', '1'), ('Hee Chan', '2'), ('Bowen', '2'), ('Mitoma', '1'), ('Haaland', '0'))"
6272,23,flora12,1,28.0,"(('Leno', '9'), ('Saliba', '2'), ('Trippier', '-1'), ('Walker', '2'), ('Saka', '3'), ('Bowen', '2'), ('Garnacho', '2'), ('Foden', '2'), ('Kudus', '2'), ('Haaland', '0'), ('Calvert-Lewin', '5'))"
6273,23,ialreadywonbruv,12,28.0,"(('Vicario', '2'), ('Tete', '0'), ('Zinchenko', '1'), ('Colwill', '1'), ('Billing', '6'), ('Szoboszlai', '3'), ('Ghoddos', '2'), ('J.Palhinha', '5'), ('J.Ayew', '-1'), ('N.Jackson', '2'), ('Adebayo', '7'))"
6274,23,kolboyce,3,28.0,"(('Flekken', '3'), ('Alexander-Arnold', '4'), ('Shaw', '1'), ('N.Semedo', '2'), ('Saka', '2'), ('B.Fernandes', '1'), ('Hee Chan', '3'), ('Mitoma', '1'), ('Cunha', '9'), ('João Pedro', '2'), ('Haaland', '0'))"
6275,23,Dream league Soccer 23/24,1,27.5,"(('Ederson M.', '2'), ('Saliba', '2'), ('Maguire', '1'), ('Colwill', '1'), ('Salah', '13'), ('Rashford', '1'), ('Elanga', '2'), ('Gordon', '2'), ('Palmer', '1.5'), ('Haaland', '0'), ('G.Jesus', '2'))"
6276,23,zano,1,27.5,"(('Sanchez', '3'), ('Alexander-Arnold', '4'), ('Walker', '2'), ('Gabriel', '2'), ('Gravenberch', '1'), ('Ødegaard', '2'), ('Luis Díaz', '1'), ('Doku', '0'), ('Solanke', '10.5'), ('Watkins', '2'), ('Haaland', '0'))"
6277,23,fckaansvaters,4,27.0,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Zinchenko', '1'), ('Pinnock', '2'), ('Foden', '3'), ('Bowen', '2'), ('Mitoma', '1'), ('B.Fernandes', '2'), ('Darwin', '2'), ('Haaland', '0'), ('Raúl', '9'))"
6278,23,saidafc,1,27.0,"(('Ederson M.', '2'), ('Alexander-Arnold', '4'), ('Zinchenko', '1'), ('Walker', '2'), ('Diaby', '1'), ('Ødegaard', '2'), ('Palmer', '1'), ('Bowen', '3'), ('Haaland', '0'), ('Cunha', '9'), ('G.Jesus', '2'))"
6279,23,sirsmek,1,27.0,"(('Sanchez', '3'), ('Saliba', '2'), ('Trippier', '-1'), ('Coufal', '0'), ('Hee Chan', '4'), ('Bailey', '4'), ('Salah', '13'), ('Doku', '0'), ('Neto', '0'), ('Haaland', '0'), ('João Pedro', '2'))"
6280,23,MESSITHEGOAT,6,26.0,"(('Flekken', '3'), ('Dunk', '2'), ('Alexander-Arnold', '4'), ('Tsimikas', '2'), ('Veltman', '0'), ('Pinnock', '2'), ('Hee Chan', '2'), ('Foden', '3'), ('McTominay', '2'), ('Garnacho', '2'), ('Darwin', '4'))"
6281,23,saka,1,26.0,"(('Pickford', '10'), ('Virgil', '2'), ('Walker', '2'), ('Alexander-Arnold', '4'), ('Bowen', '2'), ('Hee Chan', '2'), ('Mitoma', '1'), ('Neto', '0'), ('Doku', '0'), ('Ferguson', '3'), ('Haaland', '0'))"
6282,23,its_jivi_,2,25.5,"(('Flekken', '3'), ('Zinchenko', '1'), ('Wan-Bissaka', '0'), ('Dunk', '2'), ('Hee Chan', '2'), ('Ward-Prowse', '2'), ('B.Fernandes', '1'), ('Gross', '10.5'), ('Ferguson', '2'), ('Wissa', '2'), ('Haaland', '0'))"
6283,23,Bundas,3,25.0,"(('Sanchez', '3'), ('Alexander-Arnold', '4'), ('Virgil', '2'), ('Tsimikas', '2'), ('James', '1'), ('Sterling', '1'), ('B.Fernandes', '1'), ('Bernardo', '9'), ('Foden', '2'), ('Haaland', '0'), ('Højlund', '0'))"
6284,23,Bundas,5,24.5,"(('Sanchez', '3'), ('Alexander-Arnold', '4'), ('Tsimikas', '2'), ('Colwill', '1'), ('Maguire', '1'), ('Walker', '2'), ('Sterling', '1'), ('B.Fernandes', '1'), ('Haaland', '0'), ('Darwin', '2'), ('J.Alvarez', '7.5'))"
6285,23,Cape Town Fc,1,24.0,"(('Ederson M.', '2'), ('T.Silva', '0'), ('Dalot', '1'), ('Alexander-Arnold', '4'), ('Mbeumo', '0'), ('McTominay', '3'), ('Bowen', '2'), ('Iwobi', '6'), ('Haaland', '0'), ('G.Jesus', '4'), ('Darwin', '2'))"
6286,23,ialreadywonbruv,10,24.0,"(('José Sá', '2'), ('Alexander-Arnold', '4'), ('Akanji', '1'), ('Tsimikas', '2'), ('Foden', '2'), ('Bowen', '2'), ('Gordon', '2'), ('Martinelli', '3'), ('Haaland', '0'), ('Isak', '2'), ('Ferguson', '4'))"
6287,23,Mr.2,4,24.0,"(('Ederson M.', '2'), ('Livramento', '1'), ('Pedro Porro', '5'), ('Virgil', '2'), ('Gibbs-White', '2'), ('Luis Díaz', '1'), ('Martinelli', '2'), ('Enzo', '3'), ('Garnacho', '4'), ('Darwin', '2'), ('Højlund', '0'))"
6288,23,fpljonnas,11,23.5,"(('Dubravka', '2'), ('Pinnock', '2'), ('Alexander-Arnold', '4'), ('Maguire', '1'), ('B.Fernandes', '1.5'), ('Saka', '4'), ('Hee Chan', '2'), ('McNeil', '3'), ('Haaland', '0'), ('Watkins', '2'), ('G.Jesus', '2'))"
6289,23,lotzunited,1,23.5,"(('Steele', '0'), ('Walker', '2'), ('Maguire', '1'), ('Van Hecke', '2'), ('Konaté', '1'), ('Foden', '2'), ('B.Fernandes', '1.5'), ('Mitoma', '1'), ('Salah', '13'), ('Haaland', '0'), ('Højlund', '0'))"
6290,23,nkau75,1,23.5,"(('Ederson M.', '2'), ('Virgil', '2'), ('Trippier', '-1.5'), ('Saliba', '2'), ('Adingra', '10'), ('Saka', '2'), ('Mitoma', '1'), ('Kudus', '2'), ('Martinelli', '2'), ('Haaland', '0'), ('João Pedro', '2'))"
6291,23,unathi12,1,23.5,"(('Onana', '1'), ('Trippier', '-1.5'), ('Alexander-Arnold', '4'), ('Virgil', '2'), ('Saka', '4'), ('Foden', '2'), ('McTominay', '2'), ('Kudus', '2'), ('B.Fernandes', '1'), ('G.Jesus', '2'), ('J.Alvarez', '5'))"
6292,23,mavrosp,4,23.0,"(('Flekken', '3'), ('Coufal', '0'), ('Zouma', '0'), ('Colwill', '1'), ('Kudus', '2'), ('Foden', '3'), ('Sterling', '1'), ('McTominay', '2'), ('N.Jackson', '1'), ('Haaland', '0'), ('J.Alvarez', '10'))"
6293,23,dr67,1,22.0,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Virgil', '2'), ('T.Silva', '0'), ('Saka', '2'), ('Bowen', '2'), ('Foden', '2'), ('B.Fernandes', '2'), ('Antony', '2'), ('Watkins', '2'), ('G.Jesus', '3'))"
6294,23,Emilio24,4,22.0,"(('Onana', '1'), ('Pedro Porro', '5'), ('Tsimikas', '2'), ('Rúben', '2'), ('Bowen', '2'), ('Foden', '3'), ('Martinelli', '2'), ('Luis Díaz', '1'), ('Haaland', '0'), ('Watkins', '2'), ('Ferguson', '2'))"
6295,23,Ndumiso,2,21.5,"(('Steele', '0'), ('N.Semedo', '2'), ('Alexander-Arnold', '4'), ('Dunk', '2'), ('B.Fernandes', '1'), ('Bowen', '2'), ('Hee Chan', '2'), ('Mitoma', '1'), ('Haaland', '0'), ('Højlund', '0'), ('J.Alvarez', '7.5'))"
6296,23,Hiren,2,21.0,"(('Flekken', '3'), ('Alexander-Arnold', '4'), ('Walker', '2'), ('Colwill', '1'), ('Rúben', '2'), ('Mee', '2'), ('Hee Chan', '2'), ('Mitoma', '1'), ('B.Fernandes', '1'), ('Haaland', '0'), ('Darwin', '3'))"
6297,23,justincredibles,1,21.0,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Dunk', '2'), ('Tsimikas', '2'), ('Sterling', '1'), ('Foden', '2'), ('Bowen', '2'), ('Hee Chan', '2'), ('Haaland', '0'), ('Darwin', '3'), ('Ferguson', '2'))"
6298,23,kolboyce,4,21.0,"(('Flekken', '3'), ('Alexander-Arnold', '4'), ('Shaw', '1'), ('N.Semedo', '2'), ('Igor', '1'), ('Saka', '2'), ('B.Fernandes', '1'), ('Hee Chan', '3'), ('G.Jesus', '2'), ('João Pedro', '2'), ('Haaland', '0'))"
6299,23,mavrosp,3,21.0,"(('Dubravka', '2'), ('Dawson', '2'), ('Mee', '2'), ('Alexander-Arnold', '4'), ('Hee Chan', '2'), ('Bowen', '2'), ('Palmer', '1'), ('B.Fernandes', '1'), ('G.Jesus', '2'), ('Watkins', '3'), ('Haaland', '0'))"
6300,23,JamieWagner,1,20.0,"(('Flekken', '3'), ('Dalot', '1'), ('Stones', '1'), ('Mee', '2'), ('Foden', '2'), ('Bowen', '3'), ('McNeil', '3'), ('B.Fernandes', '1'), ('Haaland', '0'), ('Wissa', '2'), ('Isak', '2'))"
6301,23,keet,1,20.0,"(('José Sá', '2'), ('Alexander-Arnold', '4'), ('Dunk', '2'), ('Tsimikas', '2'), ('Doku', '0'), ('Hee Chan', '2'), ('Bowen', '2'), ('B.Fernandes', '1'), ('Haaland', '0'), ('Darwin', '2'), ('Ferguson', '3'))"
6302,23,Nico Celento,1,20.0,"(('Onana', '1'), ('Cucurella', '2'), ('T.Silva', '0'), ('Coufal', '0'), ('Palmer', '1'), ('Mitoma', '1'), ('Gross', '7'), ('Bowen', '2'), ('Saka', '2'), ('Haaland', '0'), ('Darwin', '4'))"
6303,23,Radynster,1,20.0,"(('Onana', '1'), ('Alexander-Arnold', '4'), ('Colwill', '1'), ('Akanji', '1'), ('Pinnock', '2'), ('Hee Chan', '2'), ('Foden', '4'), ('B.Fernandes', '1'), ('Haaland', '0'), ('Maupay', '2'), ('Darwin', '2'))"
6304,23,sisitha,1,20.0,"(('José Sá', '2'), ('Alexander-Arnold', '4'), ('Maguire', '1'), ('Tsimikas', '2'), ('Foden', '3'), ('Hee Chan', '2'), ('Mitoma', '1'), ('Sterling', '1'), ('Haaland', '0'), ('Darwin', '2'), ('Watkins', '2'))"
6305,23,Bhungane💙❤️🙌,1,19.5,"(('A.Becker', '3'), ('Alexander-Arnold', '4'), ('Akanji', '1'), ('Toti', '2'), ('McTominay', '2'), ('Mitoma', '1'), ('Bowen', '2'), ('Luis Díaz', '1.5'), ('Mudryk', '1'), ('G.Jesus', '2'), ('Haaland', '0'))"
6306,23,aphiwe.afc,1,19.0,"(('Areola', '0'), ('Alexander-Arnold', '4'), ('Schär', '0'), ('Saliba', '2'), ('Gordon', '2'), ('Foden', '2'), ('Ødegaard', '4'), ('Palmer', '1'), ('Haaland', '0'), ('Isak', '2'), ('G.Jesus', '2'))"
6307,23,Emilio24,5,19.0,"(('Ederson M.', '2'), ('Alexander-Arnold', '4'), ('Dawson', '2'), ('Shaw', '1'), ('Saka', '3'), ('Hee Chan', '2'), ('Souček', '2'), ('Rodrigo', '1'), ('Kulusevski', '2'), ('Haaland', '0'), ('Højlund', '0'))"
6308,23,fckaansvaters,3,19.0,"(('Ederson M.', '2'), ('Trippier', '-1'), ('Virgil', '3'), ('Schär', '0'), ('Walker', '2'), ('L.Paquetá', '2'), ('Trossard', '1'), ('Havertz', '2'), ('Hamer', '6'), ('Haaland', '0'), ('Darwin', '2'))"
6309,23,ther3d$,1,19.0,"(('Ederson M.', '2'), ('Alexander-Arnold', '6'), ('Zinchenko', '1'), ('Shaw', '1'), ('Doku', '0'), ('Sterling', '1'), ('Hee Chan', '2'), ('Saka', '2'), ('Szoboszlai', '2'), ('Haaland', '0'), ('João Pedro', '2'))"
6310,23,juicelajuice,1,18.5,"(('A.Becker', '3'), ('Alexander-Arnold', '4'), ('Dalot', '1'), ('Walker', '2'), ('Foden', '2'), ('B.Fernandes', '1.5'), ('Mitoma', '1'), ('Hee Chan', '2'), ('Haaland', '0'), ('Ferguson', '2'), ('Højlund', '0'))"
