first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Joško,Gvardiol,5,0,129,2918,40,470.4,788.2,434.0,11,527,169.6,10,0,2,31.8,63,DEF
Erling,Haaland,21,3,171,2480,38,323.4,906.4,1408.0,26,750,264.0,7,0,2,22.1,148,FWD
Julián,Álvarez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,70,FWD
João,Cavaco Cancelo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,53,DEF
Mateo,Kovačić,6,2,101,1955,28,502.0,548.2,190.0,13,498,124.2,8,0,5,1.3,54,MID
Rico,Lewis,1,2,59,1806,27,205.9,289.0,131.0,1,261,62.5,4,1,3,3.7,43,DEF
Matheus Luiz,Nunes,1,5,67,1400,18,378.3,316.2,172.0,6,309,86.7,7,0,4,0.1,49,MID
James,McAtee,3,0,29,289,6,45.7,108.6,132.0,0,94,28.0,0,0,1,0.1,46,MID
Stefan,Ortega Moreno,0,0,35,1099,18,0.0,292.6,0.0,0,144,29.4,3,0,1,0.8,52,GK
Rodrigo 'Rodri',Hernandez,0,0,2,65,0,17.1,10.8,0.0,0,18,2.8,0,0,0,0.8,62,MID
Rúben,Gato Alves Dias,0,0,65,1909,20,153.1,385.4,117.0,2,311,65.6,8,0,4,3.7,54,DEF
John,Stones,2,0,29,544,11,49.8,155.6,70.0,2,92,27.4,1,0,1,1.0,53,DEF
Kyle,Walker,0,0,13,966,21,147.7,157.4,29.0,0,63,33.5,0,0,3,2.6,51,DEF
Sávio 'Savinho',Moreira de Oliveira,1,11,104,1730,25,659.9,410.0,659.0,15,433,173.2,8,0,3,3.0,62,MID
Nico,O'Reilly,2,0,29,454,3,73.5,119.2,85.0,4,119,27.8,3,0,0,0.2,49,MID
Ilkay,Gündogan,0,5,74,1961,28,666.3,310.0,213.0,2,370,119.0,7,0,1,0.5,63,MID
Issa,Kaboré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Jacob,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jahmai,Simpson-Pusey,0,0,1,95,2,2.2,19.6,2.0,0,7,2.4,0,0,1,0.0,40,DEF
Josh,Wilson-Esbrand,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Divin,Mubama,0,0,1,27,0,0.1,0.2,5.0,0,2,0.5,0,0,0,0.1,45,FWD
Max,Alleyne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Spike,Brits,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Abdukodir,Khusanov,0,0,14,503,6,33.9,102.0,4.0,0,78,14.1,2,0,1,0.4,50,DEF
Vitor,de Oliveira Nunes dos Reis,0,0,1,1,0,0.0,3.2,0.0,0,4,0.3,0,0,0,0.0,45,DEF
Pep,Guardiola,0,0,80,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,13.5,15,AM
Omar,Marmoush,6,1,60,915,12,216.2,282.4,343.0,10,270,84.2,5,0,0,28.5,76,FWD
Nico,González,0,1,21,648,6,71.0,84.8,34.0,0,83,18.7,5,0,3,0.0,60,MID
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,58,MID
Amad,Diallo,6,7,107,1591,25,552.3,516.8,477.0,14,462,154.7,6,0,3,3.8,53,MID
Antony Matheus,dos Santos,0,0,8,135,2,50.7,35.0,74.0,0,37,15.8,0,0,0,0.2,57,MID
Bruno,Borges Fernandes,8,11,164,2757,44,1281.7,961.2,542.0,27,758,278.1,9,2,2,16.9,85,MID
Altay,Bayindir,0,0,0,90,4,0.0,18.2,0.0,0,-6,1.8,0,0,0,0.1,43,GK
Carlos Henrique,Casimiro,1,0,44,1330,20,318.7,403.8,238.0,3,274,96.2,4,0,3,0.4,46,MID
Diogo,Dalot Teixeira,0,4,94,2787,45,432.4,493.2,255.0,9,347,117.8,8,0,5,5.2,50,DEF
Christian,Eriksen,0,1,34,988,14,359.9,159.0,48.0,0,181,56.7,4,0,4,0.2,52,MID
Jonny,Evans,0,0,14,288,2,4.1,51.0,6.0,3,62,6.1,1,0,1,0.1,44,DEF
Alejandro,Garnacho,5,3,92,2047,31,441.7,383.8,865.0,4,321,168.2,5,0,2,4.7,59,MID
Hannibal,Mejbri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Rasmus,Højlund,4,1,72,1738,28,220.3,177.6,333.0,8,240,72.3,5,0,2,1.0,69,FWD
Victor,Lindelöf,0,0,17,463,7,38.9,90.4,6.0,0,60,13.6,1,0,1,0.1,43,DEF
Harry,Maguire,1,0,39,1478,23,78.5,366.8,199.0,3,186,64.5,2,0,7,0.7,49,DEF
Kobbie,Mainoo,0,0,36,1412,21,229.8,166.6,123.0,0,196,52.3,5,0,5,1.7,52,MID
Tyrell,Malacia,0,0,2,99,1,13.9,5.2,0.0,0,2,1.7,0,0,1,0.0,44,DEF
Lisandro,Martínez,2,1,68,1751,27,153.9,426.6,158.0,5,293,73.8,6,0,7,2.3,43,DEF
Scott,McTominay,0,0,2,17,1,0.3,3.2,5.0,0,4,0.9,0,0,0,0.1,49,MID
Mason,Mount,0,0,12,365,7,79.4,32.0,93.0,0,20,19.7,1,0,3,0.1,63,MID
André,Onana,0,0,118,2970,43,13.0,714.2,0.0,8,430,72.7,9,0,0,5.3,49,GK
Facundo,Pellistri Rebollo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Luke,Shaw,0,0,4,170,1,65.8,41.6,11.0,0,33,11.9,0,0,1,0.2,49,DEF
Joshua,Zirkzee,3,2,64,1385,24,212.0,222.6,351.0,6,216,78.0,3,0,2,1.5,65,FWD
Leny,Yoro,0,0,21,1064,21,43.3,187.0,54.0,0,85,28.5,1,0,5,0.2,43,DEF
Matthijs,de Ligt,2,0,68,2085,34,88.6,511.6,303.0,3,315,90.8,4,0,3,3.0,48,DEF
Noussair,Mazraoui,0,1,85,2637,40,301.2,561.6,117.0,5,385,97.9,7,0,2,7.8,42,DEF
Toby,Collyer,0,0,6,174,2,29.9,40.4,8.0,0,40,7.9,0,0,0,0.0,45,MID
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,FWD
Manuel,Ugarte,1,1,44,1609,26,175.3,274.6,96.0,1,284,54.5,4,0,9,0.1,49,MID
Ayden,Heaven,0,0,2,95,1,0.7,28.2,2.0,0,20,3.1,0,0,0,0.1,40,DEF
Jack,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harry,Amass,0,0,3,165,3,18.9,23.0,5.0,0,6,4.7,0,0,0,0.1,40,DEF
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Godwill,Kukonki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ruben Filipe,Marques Diogo Amorim,0,0,63,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.1,8,AM
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Patrick,Dorgu,0,0,8,584,9,108.8,71.8,92.0,0,60,27.2,1,1,3,0.2,45,DEF
Chido,Obi-Martin,0,0,4,61,1,4.3,8.2,28.0,0,15,3.9,0,0,1,0.2,45,FWD
Tyler,Fredricson,0,0,2,90,1,3.5,21.6,2.0,0,15,2.7,0,0,0,0.0,40,DEF
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Hubert,Graczyk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF
Miguel,Almirón Rejala,0,0,10,150,3,40.9,15.2,57.0,0,36,11.3,0,0,0,0.3,54,MID
Harvey,Barnes,9,5,121,1404,20,335.9,492.0,573.0,13,415,140.2,5,0,0,6.0,60,MID
Sven,Botman,0,0,8,232,3,3.1,46.8,13.0,0,36,6.4,1,0,1,0.0,44,DEF
Bruno,Guimarães Rodriguez Moura,4,6,122,2913,41,697.7,636.6,383.0,10,596,172.0,12,0,6,3.3,62,MID
Dan,Burn,1,0,99,2970,42,106.4,630.2,237.0,7,408,97.5,12,0,10,11.8,45,DEF
Martin,Dúbravka,0,0,44,900,12,0.0,220.2,0.0,2,160,22.0,5,0,0,1.5,41,GK
Anthony,Gordon,6,6,117,2195,32,746.6,531.8,641.0,9,451,191.9,9,0,2,8.1,74,MID
Lewis,Hall,0,7,102,2188,31,561.2,561.6,128.0,11,443,125.3,8,0,3,4.7,47,DEF
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Alexander,Isak,22,6,198,2488,39,525.3,998.8,1201.0,33,807,271.5,11,0,1,62.4,96,FWD
Jacob,Murphy,8,12,149,2080,28,562.4,655.4,495.0,11,553,171.1,10,0,3,18.4,53,MID
Joelinton Cássio,Apolinário de Lira,4,4,99,2394,32,389.3,469.8,465.0,11,374,132.7,10,0,10,1.2,60,MID
Lloyd,Kelly,0,1,12,299,6,29.0,80.6,20.0,0,40,12.6,0,0,2,0.1,42,DEF
Emil,Krafth,0,0,16,282,2,14.1,52.8,13.0,0,50,8.1,1,0,0,0.1,43,DEF
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Jamaal,Lascelles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Jamal,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Tino,Livramento,0,1,92,2475,37,329.6,500.6,92.0,5,407,92.3,9,0,1,9.6,46,DEF
Sean,Longstaff,0,1,33,782,11,78.4,117.0,76.0,0,128,27.3,2,0,2,0.3,44,MID
Lewis,Miley,1,0,19,242,4,30.5,79.8,43.0,1,80,15.4,0,0,0,0.0,50,MID
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK
Nick,Pope,0,0,87,2160,32,10.0,577.8,0.0,2,323,58.6,7,0,2,6.3,50,GK
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK
Fabian,Schär,4,1,104,2575,39,103.0,670.6,260.0,3,389,102.9,10,1,7,4.6,55,DEF
Matt,Targett,0,0,2,20,0,5.6,5.0,0.0,0,7,1.0,0,0,0,0.3,39,DEF
Sandro,Tonali,3,2,89,2265,31,355.2,448.0,247.0,7,438,105.1,10,0,5,0.9,55,MID
Kieran,Trippier,0,3,69,1182,16,357.3,292.8,30.0,8,265,68.2,6,0,1,5.7,57,DEF
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Joe,Willock,0,2,44,933,14,260.3,161.4,175.0,0,129,59.2,4,0,2,0.1,47,MID
Callum,Wilson,0,0,14,255,6,18.2,8.4,46.0,0,31,6.7,0,0,1,0.2,69,FWD
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
William,Osula,1,0,17,96,3,12.5,41.4,27.0,1,56,8.1,0,0,0,0.2,49,FWD
Eddie,Howe,0,0,83,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,16.2,15,AM
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Álex,Moreno Lopera,0,1,34,952,16,134.5,200.8,29.0,1,126,36.4,3,0,2,0.4,42,DEF
Ola,Aina,2,1,123,2570,32,206.7,513.4,75.0,15,450,79.6,12,0,2,12.4,52,DEF
Elliot,Anderson,2,6,100,2314,32,542.3,571.4,241.0,8,481,135.8,12,0,6,0.3,50,MID
Taiwo,Awoniyi,1,0,30,362,9,40.8,66.0,118.0,0,82,21.8,1,0,0,0.3,55,FWD
Willy,Boly,0,0,6,146,1,0.4,51.0,17.0,0,26,6.8,0,0,1,0.1,42,DEF
Josh,Bowler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,41,GK
Eric,da Silva Moreira,0,0,2,28,0,0.3,5.2,0.0,0,9,0.6,0,0,0,0.1,43,MID
Danilo,dos Santos de Oliveira,0,0,10,264,3,4.7,30.2,0.0,0,41,3.4,1,0,0,0.0,47,MID
Emmanuel,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD
Nicolás,Domínguez,0,1,46,1614,22,218.1,355.2,187.0,0,251,76.0,7,0,8,0.0,48,MID
Anthony,Elanga,6,9,135,2046,28,609.7,539.2,438.0,13,448,158.9,12,0,1,8.1,54,MID
Morgan,Gibbs-White,5,10,126,2379,28,672.4,555.6,541.0,12,486,176.9,12,1,7,5.9,64,MID
Callum,Hudson-Odoi,5,3,100,2105,21,647.8,433.6,401.0,7,438,147.8,11,0,2,1.5,51,MID
Alex,Mighten,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Murillo,Santiago Costa dos Santos,1,0,116,2838,39,196.4,804.6,147.0,16,481,114.9,12,0,5,5.1,48,DEF
Neco,Williams,1,2,97,2138,24,238.3,507.4,207.0,5,372,95.4,10,0,5,3.5,45,DEF
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Andrew,Omobamidele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,DEF
Jonathan,Panzo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ibrahim,Sangaré,0,1,12,274,2,39.6,66.4,21.0,0,53,12.7,1,0,2,1.2,43,MID
Matz,Sels,0,1,141,2970,39,10.1,841.8,0.0,11,487,85.6,13,0,3,19.7,51,GK
Harry,Toffolo,0,0,4,135,2,4.1,40.2,6.0,0,18,5.1,0,0,1,0.1,42,DEF
Hwang,Ui-jo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,FWD
Chris,Wood,19,3,184,2508,30,249.9,786.4,779.0,39,706,181.7,15,0,1,28.3,70,FWD
Joe,Worrall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Ryan,Yates,2,2,62,1764,24,226.5,326.6,256.0,3,288,81.2,6,0,9,0.1,48,MID
Nikola,Milenković,4,2,131,2880,38,85.6,676.4,313.0,2,445,107.3,13,0,4,17.6,52,DEF
João Pedro,Ferreira Silva,3,2,48,811,16,182.2,215.4,226.0,0,202,62.6,1,0,5,0.1,59,MID
Ramón,Sosa,1,0,23,251,5,102.6,84.2,98.0,0,95,28.4,1,0,1,0.1,55,MID
Felipe,Rodrigues da Silva,0,0,36,785,11,9.4,183.2,22.0,2,123,21.7,3,0,2,0.1,45,DEF
Zach,Abbott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Wayne,Hennessey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Nuno Herlander,Simões Espírito Santo,0,0,61,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,11,AM
Aaron,Ramsdale,0,0,82,2340,60,0.1,873.4,0.0,8,265,87.5,2,0,2,1.4,44,GK
Cameron,Archer,2,0,53,1344,33,79.5,110.6,339.0,4,137,52.5,2,0,0,1.2,49,FWD
Lesley,Ugochukwu,1,1,44,1444,36,206.3,255.0,77.0,3,195,53.6,1,0,5,0.3,44,MID
Ryan,Fraser,0,0,7,303,12,26.8,35.8,13.0,0,31,6.7,0,1,0,0.0,48,MID
Samuel,Amo-Ameyaw,0,0,1,26,0,16.1,4.0,6.0,0,1,2.6,0,0,1,0.1,44,MID
Joe,Aribo,3,0,70,1903,54,288.9,361.4,242.0,7,374,89.4,1,0,1,0.1,49,MID
Adam,Armstrong,2,3,45,1246,35,143.7,154.4,262.0,2,145,56.0,2,0,4,0.5,51,FWD
Gavin,Bazunu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Jan,Bednarek,2,0,52,2351,55,77.6,713.6,71.0,2,245,86.2,2,0,7,2.1,40,DEF
Armel,Bella-Kotchap,0,0,2,329,13,2.3,64.6,4.0,0,7,7.0,0,0,0,0.4,39,DEF
James,Bree,0,1,16,890,29,152.4,167.8,41.0,0,63,36.1,0,0,0,0.3,39,DEF
Shea,Charles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Samuel,Edozie,0,0,1,64,0,19.0,9.8,22.0,0,6,5.1,0,0,1,0.0,49,MID
Ronnie,Edwards,0,0,1,12,1,0.1,5.0,0.0,0,-1,0.5,0,0,0,0.2,39,DEF
Taylor,Harwood-Bellis,1,0,48,2563,61,211.7,660.8,229.0,2,232,110.3,2,0,8,4.5,40,DEF
Kamaldeen,Sulemana,1,2,47,1114,31,161.6,155.0,258.0,2,145,57.1,2,0,1,0.0,50,MID
Adam,Lallana,0,2,17,352,8,82.4,81.2,21.0,1,74,18.4,0,0,4,0.0,50,MID
Juan,Larios López,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Mateusz,Lis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Joe,Lumley,0,0,8,270,7,0.0,102.2,0.0,0,22,10.2,0,0,0,0.4,40,GK
Ryan,Manning,0,2,32,1366,33,443.2,283.8,67.0,0,152,79.3,1,0,2,0.1,43,DEF
Sékou,Mara,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Alex,McCarthy,0,0,12,450,13,0.0,166.4,0.0,0,32,16.7,0,0,0,0.1,42,GK
Paul,Onuachu,4,1,49,973,25,123.4,210.4,447.0,4,149,77.1,1,0,4,0.3,49,FWD
Will,Smallbone,1,0,22,604,21,144.2,101.4,56.0,0,105,30.1,0,0,1,0.0,50,MID
Jack,Stephens,1,0,24,1164,27,67.7,239.6,51.0,2,79,35.9,1,2,2,0.3,40,DEF
Ross,Stewart,0,0,8,236,6,9.3,12.2,18.0,0,19,3.9,1,0,1,1.6,44,FWD
Sugawara,Yukinari,1,1,42,1458,44,290.1,282.6,135.0,0,106,70.6,2,0,4,0.1,42,DEF
Charlie,Taylor,0,0,5,263,10,26.5,72.6,2.0,0,16,10.2,0,0,1,3.2,39,DEF
Kyle,Walker-Peters,0,3,53,2828,75,393.5,488.8,235.0,3,228,111.4,2,0,5,0.3,42,DEF
Nathan,Wood-Gordon,0,0,13,622,16,19.4,94.8,14.0,2,42,13.0,1,0,2,1.1,40,DEF
Maxwel,Cornet,0,0,1,71,4,3.5,11.6,7.0,0,12,2.2,0,0,1,0.0,47,MID
Flynn,Downes,1,0,41,1789,43,275.7,241.8,116.0,0,261,63.6,3,0,10,0.0,47,MID
Ben,Brereton Díaz,0,0,13,446,10,63.6,21.8,81.0,0,43,16.8,0,0,1,0.1,48,MID
Tyler,Dibling,2,2,62,1687,48,337.4,259.8,262.0,4,237,86.0,2,0,6,1.4,43,MID
Mateus Gonçalo,Espanha Fernandes,2,3,83,2585,60,572.6,480.4,353.0,7,462,140.8,4,0,8,0.1,50,MID
Joseph,O'Brien-Whitmarsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Welington Damascena,Santos,0,0,6,211,6,42.7,58.0,9.0,0,19,10.9,0,0,1,0.0,40,DEF
Joachim,Kayi-Sanda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Albert,Grønbæk,0,0,6,141,3,11.4,15.8,9.0,0,13,3.7,0,0,0,0.0,49,MID
Simon,Rusk,0,0,27,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,5,AM
Jay,Robinson,0,0,1,1,1,11.8,5.2,0.0,0,4,1.7,0,0,0,0.0,45,FWD
Dominic,Solanke-Mitchell,8,5,100,2118,41,199.1,459.2,712.0,6,369,135.6,4,0,0,4.8,73,FWD
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Brandon,Austin,0,0,1,90,2,0.0,20.0,0.0,0,7,2.0,0,0,0,0.4,40,GK
Rodrigo,Bentancur,2,0,47,1514,23,206.5,313.6,165.0,1,280,68.8,3,0,7,0.1,49,MID
Lucas,Bergvall,0,2,44,1200,25,218.5,235.8,97.0,0,215,54.9,3,0,3,0.9,44,MID
Yves,Bissouma,2,0,45,1200,22,130.7,253.4,58.0,4,243,44.5,3,0,7,0.2,48,MID
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Ben,Davies,0,0,26,1035,19,40.3,278.6,47.0,0,149,36.8,3,0,3,0.2,43,DEF
Alfie,Devine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Radu,Drăgușin,0,0,24,1250,29,58.1,256.4,47.0,0,96,36.2,2,0,1,0.2,43,DEF
Emerson,Leite de Souza Junior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Fraser,Forster,0,0,19,630,15,0.0,221.0,0.0,0,64,22.2,1,0,0,0.3,43,GK
Archie,Gray,0,0,38,1390,32,51.4,219.8,13.0,0,225,28.5,2,0,0,0.2,46,MID
Pierre-Emile,Højbjerg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Brennan,Johnson,11,6,134,2078,34,294.7,559.4,749.0,13,456,159.7,2,0,5,2.5,62,MID
Dejan,Kulusevski,7,4,114,2278,40,828.0,602.8,718.0,9,419,214.7,6,0,3,2.3,62,MID
Giovani,Lo Celso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
James,Maddison,9,8,133,1799,32,702.1,682.4,493.0,15,592,187.5,6,0,6,4.2,74,MID
Pedro,Porro,2,6,99,2459,41,893.3,759.2,192.0,6,456,184.6,6,0,4,17.5,53,DEF
Sergio,Reguilón,0,0,1,121,1,20.2,20.8,11.0,0,17,5.2,0,0,2,0.2,41,DEF
Richarlison,de Andrade,4,1,31,402,6,56.7,179.8,233.0,0,132,46.7,1,0,2,0.4,68,FWD
Cristian,Romero,1,1,49,1416,22,113.1,343.2,232.0,3,245,69.0,3,0,3,3.5,49,DEF
Pape Matar,Sarr,3,2,65,1624,35,237.4,365.2,207.0,4,334,80.5,2,0,6,0.2,47,MID
Dane,Scarlett,0,1,6,31,1,11.0,24.4,17.0,0,20,5.2,0,0,0,0.7,44,FWD
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Son,Heung-min,7,10,126,2001,33,729.9,628.6,688.0,12,540,204.7,4,0,1,4.3,97,MID
Djed,Spence,1,2,47,1513,32,206.3,379.4,98.0,6,209,68.5,3,1,2,0.9,44,DEF
Destiny,Udogie,0,1,43,1833,31,255.7,345.2,132.0,0,239,73.4,2,0,2,1.5,48,DEF
Micky,van de Ven,0,2,31,949,15,39.3,195.4,57.0,2,139,29.2,2,0,4,2.4,45,DEF
Alejo,Véliz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Guglielmo,Vicario,0,0,63,1980,32,0.0,544.4,0.0,2,289,54.2,4,0,1,1.9,48,GK
Timo,Werner,0,3,34,504,12,148.0,114.6,113.0,2,120,37.1,1,0,0,0.1,62,MID
Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,39,GK
Will,Lankshear,0,0,3,10,0,0.0,0.0,0.0,0,7,0.0,0,0,0,1.0,45,FWD
Mikey,Moore,0,2,14,180,1,42.7,23.4,30.0,0,37,9.4,0,0,0,0.2,45,MID
Wilson,Odobert,0,0,19,532,11,92.9,45.0,115.0,0,55,25.2,1,0,0,0.0,53,MID
Callum,Olusesi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Malachi,Hardy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Luca,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Alfie,Dorrington,0,0,1,13,0,0.2,1.0,0.0,0,4,0.1,0,0,0,0.0,40,DEF
Maeson,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Antonín,Kinsky,0,0,12,360,7,10.1,102.6,0.0,0,52,11.2,1,0,0,0.1,41,GK
Min-Hyeok,Yang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Damola,Ajayi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ange,Postecoglou,0,0,53,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,11,AM
Dante,Cassanova,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Kevin,Danso,0,0,12,482,9,32.4,127.6,55.0,0,71,21.5,1,0,0,0.0,44,DEF
Mathys,Tel,2,0,30,556,13,141.9,120.2,178.0,2,108,43.5,2,0,0,0.1,58,MID
Evan,Ferguson,1,0,27,375,9,68.2,77.8,104.0,2,92,24.7,1,0,0,0.3,55,FWD
Aaron,Wan-Bissaka,2,3,93,2794,55,465.1,684.6,169.0,10,406,131.9,5,0,1,5.0,44,DEF
Edson,Álvarez Velázquez,0,1,37,1632,29,196.0,253.8,49.0,0,209,49.9,3,1,6,0.1,50,MID
Michail,Antonio,1,4,42,834,18,139.5,72.0,194.0,3,111,39.5,4,0,1,0.8,52,FWD
Alphonse,Areola,0,0,57,1989,38,0.0,546.2,0.0,0,222,54.8,3,0,0,6.9,42,GK
Jarrod,Bowen,9,10,154,2632,46,700.0,726.0,916.0,14,559,233.9,7,0,1,9.1,76,MID
Vladimír,Coufal,0,0,19,856,19,107.5,174.6,39.0,1,58,31.8,1,0,4,0.4,41,DEF
Aaron,Cresswell,0,0,27,583,6,114.9,115.8,5.0,3,109,23.5,2,0,2,1.8,39,DEF
George,Earthy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Emerson,Palmieri dos Santos,2,1,73,2011,40,308.1,411.8,171.0,4,208,89.1,5,0,5,0.6,44,DEF
Łukasz,Fabiański,0,0,36,1070,20,0.3,362.2,0.0,2,132,36.1,2,0,2,10.9,40,GK
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GK
