first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Rio,Ngumoha,1,0,11,48,2,56.6,49.6,27.0,0,49,13.4,0,0,0,0.7,43,MID,2.6
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DEF,0.0
Kieran,Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Wellity,Lucky,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
James,Trafford,0,0,11,270,4,0.0,100.2,0.0,0,62,10.1,1,0,0,1.0,45,GK,2.4
Ederson,Santana de Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,53,GK,0.0
Stefan,Ortega Moreno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,47,GK,0.0
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Rayan,Aït-Nouri,0,0,12,204,2,37.8,46.4,7.0,1,41,9.1,1,0,1,3.8,57,DEF,2.1
Joško,Gvardiol,2,2,76,1251,13,98.6,341.6,193.0,5,278,63.4,6,0,2,9.9,61,DEF,12.5
Manuel,Akanji,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,54,DEF,0.0
Nathan,Aké,0,0,21,313,3,37.5,68.0,15.0,1,87,12.1,2,0,1,0.6,53,DEF,4.0
Abdukodir,Khusanov,0,0,12,250,1,8.7,46.4,0.0,0,57,5.6,1,0,1,0.3,54,DEF,2.2
Matheus,Nunes,1,4,91,1413,14,227.7,394.2,50.0,11,368,67.4,7,0,2,3.1,54,DEF,16.9
Rúben,dos Santos Gato Alves Dias,2,0,90,1625,16,87.8,448.6,61.0,3,357,59.9,9,0,1,7.4,57,DEF,15.8
John,Stones,0,0,12,351,8,19.6,76.6,2.0,0,45,9.8,1,0,0,0.6,54,DEF,2.2
Rico,Lewis,0,1,18,204,3,62.6,54.8,25.0,2,67,14.2,1,0,0,1.3,47,DEF,3.8
Nico,O'Reilly,1,3,76,1369,12,236.3,325.0,191.0,2,290,75.3,8,0,3,10.2,53,DEF,14.3
Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Omar,Marmoush,0,1,16,204,3,39.1,41.4,93.0,2,52,17.2,0,0,0,2.3,83,MID,1.9
Phil,Foden,7,2,96,1405,12,577.0,428.6,346.0,10,411,134.9,9,0,3,38.7,89,MID,10.8
Sávio,Moreira de Oliveira,0,2,26,531,5,138.1,75.0,218.0,0,87,43.1,2,0,1,0.4,69,MID,3.8
Bernardo,Mota Veiga de Carvalho e Silva,0,2,43,1313,13,283.3,178.0,66.0,0,216,52.6,7,0,4,0.5,62,MID,6.9
Rayan,Cherki,2,8,71,727,6,440.6,323.8,204.0,11,309,97.0,4,0,1,15.3,68,MID,10.4
Jérémy,Doku,1,6,60,974,9,504.1,279.6,339.0,6,260,112.2,5,0,0,3.0,64,MID,9.4
İlkay,Gündoğan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,63,MID,0.0
Rodrigo 'Rodri',Hernandez Cascante,0,0,13,337,3,75.9,68.4,23.0,0,76,16.7,1,0,0,0.4,63,MID,2.1
Mateo,Kovačić,0,0,1,4,0,0.8,2.6,0.0,0,3,0.3,0,0,0,0.0,59,MID,0.2
Nico,González Iglesias,1,0,51,1268,12,179.5,256.6,61.0,1,270,49.7,7,0,4,0.1,59,MID,8.6
Oscar,Bobb,0,1,18,464,5,154.3,69.8,87.0,0,82,31.2,2,0,1,0.2,51,MID,3.5
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Tijjani,Reijnders,4,2,66,1173,14,246.3,271.4,317.0,4,268,82.9,5,0,2,12.0,52,MID,12.7
Sverre,Nypan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,MID,0.0
Erling,Haaland,19,4,155,1642,16,138.2,782.6,933.0,31,639,185.5,10,0,0,74.2,151,FWD,10.3
Gianluigi,Donnarumma,0,0,66,1440,13,0.0,281.6,0.0,0,262,28.3,8,0,4,10.0,57,GK,11.6
Divine,Mukasa,0,0,1,15,0,17.8,2.0,0.0,0,2,2.0,0,0,0,0.0,44,MID,0.2
Stephen,Mfuni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,DEF,0.0
Ryan,McAidoo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Charlie,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Reigan,Heskey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Bryan,Mbeumo,6,1,74,1405,25,472.6,360.0,527.0,10,292,135.9,2,0,3,9.4,81,MID,9.1
Altay,Bayındır,0,0,11,540,11,10.0,118.4,0.0,0,49,12.8,0,0,0,0.3,48,GK,2.3
André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,GK,0.0
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Matthijs,de Ligt,1,0,43,1170,20,60.2,276.6,122.0,5,169,45.7,1,0,0,2.1,49,DEF,8.8
Lisandro,Martínez,0,0,17,274,3,38.2,70.2,1.0,2,64,11.0,1,0,0,0.5,48,DEF,3.5
Noussair,Mazraoui,0,0,17,439,5,51.1,106.6,14.0,2,93,17.1,1,0,1,0.2,49,DEF,3.5
Diego,León Blanco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,DEF,0.0
Diogo,Dalot Teixeira,1,5,62,1224,23,244.6,264.4,103.0,5,185,61.2,3,0,2,4.8,45,DEF,13.8
Patrick,Dorgu,1,2,45,979,16,244.9,257.4,167.0,4,164,66.9,2,0,4,7.2,42,DEF,10.7
Harry,Maguire,1,1,33,341,4,16.3,86.8,40.0,3,83,14.3,2,0,0,0.5,43,DEF,7.7
Luke,Shaw,0,1,44,1638,26,173.9,286.6,25.0,0,189,48.6,3,0,3,0.7,45,DEF,9.8
Leny,Yoro,0,1,32,1042,22,59.0,179.2,34.0,1,100,27.1,1,0,0,1.4,42,DEF,7.6
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Tyler,Fredricson,0,0,1,2,0,0.0,4.0,0.0,0,4,0.4,0,0,0,0.1,38,DEF,0.3
Ayden,Heaven,0,1,21,485,10,25.6,152.2,19.0,0,83,19.7,1,0,1,2.7,39,DEF,5.4
Tyrell,Malacia,0,0,1,2,0,0.0,3.0,0.0,0,3,0.3,0,0,0,0.4,38,DEF,0.3
Bruno,Borges Fernandes,5,7,99,1475,27,739.3,599.0,331.0,17,445,167.2,1,0,2,11.7,91,MID,10.9
Matheus,Santos Carneiro da Cunha,3,1,55,1209,18,275.0,274.8,400.0,4,240,95.1,3,0,1,13.1,82,MID,6.7
Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,MID,0.0
Amad,Diallo,2,4,56,1203,18,392.2,287.2,301.0,6,283,98.2,2,0,1,1.0,63,MID,8.9
Antony,dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Mason,Mount,3,0,44,782,13,186.5,156.0,158.0,3,157,50.1,3,0,0,0.6,59,MID,7.5
Carlos Henrique,Casimiro,4,3,76,1141,14,174.4,338.8,227.0,8,276,74.2,4,1,5,1.5,55,MID,13.8
Kobbie,Mainoo,0,0,11,212,7,87.2,47.6,17.0,0,43,15.2,0,0,0,0.4,46,MID,2.4
Manuel,Ugarte Ribeiro,0,0,22,548,15,49.5,91.0,13.0,0,111,15.2,1,0,1,0.2,47,MID,4.7
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Jack,Fletcher,0,0,3,107,0,24.4,18.6,5.0,0,10,4.8,0,0,0,0.1,43,MID,0.7
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,63,FWD,0.0
Joshua,Zirkzee,2,0,28,438,7,94.2,122.0,149.0,6,98,36.2,1,0,1,0.5,58,FWD,4.8
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,42,FWD,0.0
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Benjamin,Sesko,2,2,40,858,17,112.0,145.2,337.0,5,108,58.7,1,0,1,3.3,72,FWD,5.6
Senne,Lammens,0,0,38,1170,18,0.0,263.2,2.0,4,146,26.5,2,0,0,2.0,50,GK,7.6
Shea,Lacey,0,0,1,6,0,0.0,4.0,9.0,0,5,1.3,0,0,0,0.0,45,MID,0.2
Bendito,Mantato,0,0,1,15,0,11.7,2.2,0.0,0,3,1.4,0,0,0,0.0,45,MID,0.2
Tyler,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jacob,Ramsey,0,0,12,464,10,126.5,53.0,62.0,0,72,24.2,0,0,2,0.2,53,MID,2.3
Yoane,Wissa,1,0,9,149,2,17.7,36.6,65.0,0,35,11.8,0,0,1,0.7,73,FWD,1.2
Nick,Pope,0,1,57,1156,14,0.0,326.0,0.0,3,242,32.6,5,0,1,4.7,51,GK,11.2
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Lewis,Hall,0,1,32,788,13,112.3,216.6,75.0,1,145,40.3,1,0,1,2.4,53,DEF,6.0
Fabian,Schär,0,0,40,924,11,47.5,232.6,85.0,0,152,36.7,3,0,1,1.8,53,DEF,7.5
Sven,Botman,0,0,32,655,10,35.2,169.6,43.0,4,121,24.7,3,0,0,0.3,49,DEF,6.5
Dan,Burn,0,3,67,1255,17,72.4,270.2,60.0,5,196,40.3,6,1,3,3.8,50,DEF,13.4
Tino,Livramento,0,1,47,976,9,147.0,171.8,34.0,3,203,35.3,5,0,1,2.2,49,DEF,9.6
Kieran,Trippier,0,0,30,699,10,230.7,113.0,4.0,2,121,34.6,4,0,1,1.3,49,DEF,6.1
Emil,Krafth,0,0,0,45,2,1.2,1.4,0.0,0,-8,0.3,0,0,0,0.0,43,DEF,0.0
Jamaal,Lascelles,0,0,1,19,2,0.0,10.2,7.0,0,0,1.7,0,0,0,0.1,43,DEF,0.2
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,38,DEF,0.0
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF,0.0
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Anthony,Gordon,2,3,47,857,14,215.3,177.6,251.0,4,166,64.1,4,1,0,6.1,74,MID,6.4
Anthony,Elanga,0,1,27,675,14,139.2,76.6,105.0,0,89,32.1,2,0,0,2.7,65,MID,4.2
Harvey,Barnes,3,0,49,825,9,190.3,180.4,297.0,5,149,66.6,3,0,0,1.1,61,MID,8.0
Bruno,Guimarães Rodriguez Moura,6,4,96,1569,24,408.1,460.4,259.0,15,424,112.8,4,0,4,16.4,70,MID,13.7
Jacob,Murphy,2,1,47,909,9,283.0,203.4,256.0,2,201,74.2,5,0,0,0.8,60,MID,7.8
Joelinton Cássio,Apolinário de Lira,1,0,40,1047,14,170.9,162.4,186.0,2,168,52.0,3,0,4,0.3,59,MID,6.8
Sandro,Tonali,0,1,46,1320,15,290.5,214.2,100.0,1,246,60.6,5,0,2,1.1,53,MID,8.7
Antoñito,Cordero Campillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Joe,Willock,0,0,13,231,2,49.6,35.4,23.0,0,55,10.8,2,0,1,0.1,50,MID,2.6
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Lewis,Miley,1,2,44,840,11,144.4,182.6,91.0,3,196,41.9,1,0,0,3.5,45,MID,9.8
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
William,Osula,1,1,18,213,4,14.2,41.2,68.0,0,60,12.1,1,0,0,0.2,54,FWD,3.3
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,FWD,0.0
Aaron,Ramsdale,0,0,11,553,10,10.0,97.4,0.0,0,45,10.8,0,0,0,0.9,48,GK,2.3
Malick,Thiaw,2,0,59,1352,22,40.9,399.6,161.0,4,212,60.2,2,0,2,3.6,50,DEF,11.8
Seung-Soo,Park,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
Nick,Woltemade,7,2,72,1172,16,135.9,307.6,335.0,10,250,77.4,5,0,0,17.9,74,FWD,9.7
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Leo,Shahar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Sam,Alabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Oleksandr,Zinchenko,0,0,7,352,6,83.4,80.8,22.0,0,56,18.6,0,0,0,0.2,49,DEF,1.4
James,McAtee,0,0,6,169,7,41.8,16.2,8.0,0,24,6.7,0,0,1,0.1,50,MID,1.2
Matz,Sels,0,0,41,1362,25,10.0,353.8,0.0,0,173,36.4,2,0,1,5.7,46,GK,8.9
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Nikola,Milenković,0,0,50,1800,33,35.2,358.0,82.0,1,176,47.7,3,0,4,3.3,51,DEF,9.8
Murillo,Costa dos Santos,1,0,44,1189,21,51.6,296.6,50.0,3,168,39.9,2,0,3,1.9,52,DEF,8.5
Ola,Aina,0,0,7,338,7,33.3,53.8,11.0,0,24,9.8,0,0,1,1.9,47,DEF,1.5
Neco,Williams,1,1,55,1800,33,301.2,431.4,188.0,7,274,92.2,3,0,4,3.4,47,DEF,11.7
David,Mota Veiga Teixeira do Carmo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Jair,Paula da Cunha Filho,0,0,3,90,2,0.4,26.0,0.0,0,9,2.6,0,0,0,0.1,43,DEF,0.7
Felipe,Rodrigues da Silva,0,0,20,708,14,8.8,165.2,5.0,1,81,17.9,1,0,4,0.1,43,DEF,4.7
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Zach,Abbott,0,0,1,45,1,0.6,15.6,0.0,0,5,1.6,0,0,0,0.3,38,DEF,0.3
Willy,Boly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF,0.0
Morgan,Gibbs-White,4,1,71,1692,30,358.0,244.2,353.0,4,291,95.2,3,0,0,2.8,73,MID,9.7
Callum,Hudson-Odoi,3,1,51,1028,18,296.2,220.4,194.0,6,200,70.9,1,0,0,1.0,57,MID,8.9
Elliot,Anderson,1,2,80,1800,33,525.6,412.0,146.0,4,394,108.7,3,0,4,4.6,53,MID,15.1
João Pedro,Ferreira da Silva,0,0,1,11,0,0.5,5.0,4.0,0,6,1.0,0,0,0,0.0,54,MID,0.2
Nicolás,Domínguez,0,0,15,475,10,99.5,56.2,12.0,0,67,16.9,1,0,2,0.0,50,MID,3.0
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Ibrahim,Sangaré,2,2,47,864,13,78.6,233.0,77.0,2,188,38.9,3,0,2,0.1,49,MID,9.6
Ryan,Yates,0,1,15,299,5,27.0,64.2,25.0,0,67,11.5,0,0,1,0.1,47,MID,3.2
Eric,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Marko,Stamenić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Chris,Wood,2,0,25,538,8,49.6,77.6,179.0,3,85,29.8,1,0,0,4.9,72,FWD,3.5
Igor Jesus,Maciel da Cruz,1,2,42,1054,22,99.3,115.2,325.0,3,134,52.2,3,0,0,1.2,58,FWD,7.2
Taiwo,Awoniyi,0,0,7,182,2,40.5,17.0,68.0,0,29,12.6,0,0,0,0.3,52,FWD,1.3
Dan,Ndoye,1,2,41,997,16,152.7,143.4,134.0,4,140,43.1,2,0,1,0.7,55,MID,7.5
Angus,Gunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,40,GK,0.0
Omari,Hutchinson,1,4,46,832,14,273.7,172.0,193.0,3,182,63.5,2,0,0,0.2,54,MID,8.5
Arnaud,Kalimuendo,0,0,9,88,3,17.7,3.8,22.0,0,24,4.3,0,0,0,0.1,60,FWD,1.5
Douglas Luiz,Soares de Paulo,0,1,11,313,7,77.4,46.2,25.0,0,64,14.9,0,0,2,0.0,49,MID,2.2
John Victor,Maciel Furtado,0,0,11,437,8,0.0,52.8,0.0,0,32,5.3,1,0,1,0.5,40,GK,2.8
Nicolò,Savona,2,0,39,1025,18,123.0,216.2,94.0,0,131,43.4,3,0,2,0.2,45,DEF,8.7
Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Dilane,Bakwa,0,1,11,256,7,78.9,34.6,59.0,0,50,17.2,0,0,1,0.0,59,MID,1.9
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,GK,0.0
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK,0.0
Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Ballard,2,1,75,1119,12,71.6,381.8,238.0,7,228,69.2,4,0,2,3.0,46,DEF,16.3
Trai,Hume,0,1,63,1561,16,192.1,269.0,80.0,4,246,54.2,6,0,4,0.3,45,DEF,14.0
Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF,0.0
Dennis,Cirkin,0,0,10,180,1,6.6,44.8,2.0,0,34,5.3,1,0,0,0.0,40,DEF,2.5
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Luke,O'Nien,0,0,-1,4,0,0.4,4.0,0.0,0,-2,0.4,0,1,0,0.0,40,DEF,-0.2
Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Reinildo,Mandava,0,1,37,1022,12,33.9,186.4,25.0,3,135,24.7,3,1,4,2.6,38,DEF,9.7
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.1,40,DEF,0.5
Simon,Adingra,1,1,31,533,6,102.5,77.8,67.0,3,78,24.7,4,0,2,0.4,49,MID,6.3
Habib,Diarra,0,1,13,371,2,31.5,16.0,45.0,0,28,8.6,2,0,1,0.0,53,MID,2.5
Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID,0.2
Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Enzo,Le Fée,2,3,67,1395,15,400.5,309.0,109.0,6,242,81.9,6,0,4,0.9,49,MID,13.7
Romaine,Mundle,0,0,5,101,0,7.2,7.6,17.0,0,15,2.9,0,0,1,0.0,49,MID,1.0
Dan,Neil,0,0,2,2,0,0.0,2.0,0.0,0,7,0.2,0,0,0,0.0,48,MID,0.4
Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID,0.0
Chris,Rigg,0,0,13,316,1,42.5,18.2,17.0,0,44,7.8,2,0,0,0.0,47,MID,2.8
Noah,Sadiki,0,0,37,1414,17,155.6,159.4,37.0,0,190,35.3,5,0,4,0.0,50,MID,7.4
Chemsdine,Talbi,2,2,51,881,8,126.7,128.4,123.0,5,148,37.3,5,0,0,0.1,49,MID,10.4
Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43,MID,0.0
Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Wilson,Isidor,4,0,50,970,13,22.2,160.4,345.0,7,166,52.6,4,0,1,2.0,53,FWD,9.4
Eliezer,Mayenda Dossou,1,0,20,373,1,27.2,58.0,93.0,2,70,17.6,3,0,0,0.5,52,FWD,3.8
Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43,FWD,0.0
Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Granit,Xhaka,1,5,82,1692,18,392.2,478.6,68.0,5,375,93.8,7,0,4,7.1,52,MID,15.8
Robin,Roefs,0,0,90,1710,18,40.0,536.6,0.0,9,386,57.6,7,0,2,10.5,48,GK,18.8
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,0.6,39,DEF,0.3
Omar,Alderete,1,1,75,1297,13,59.6,408.0,179.0,5,244,64.9,6,0,2,6.0,41,DEF,18.3
Nordi,Mukiele,1,2,85,1530,16,135.9,387.4,101.0,8,286,62.4,6,0,3,8.2,43,DEF,19.8
Lutsharel,Geertruida,0,0,29,802,10,47.5,143.4,30.0,0,132,22.1,2,0,0,0.0,45,DEF,6.4
Brian,Brobbey,2,1,29,518,4,31.6,106.6,128.0,1,103,26.0,3,0,1,0.3,55,FWD,5.3
Bertrand,Traoré,1,1,28,607,9,108.1,115.6,135.0,1,114,35.9,3,0,1,0.0,55,MID,5.1
Jenson,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Tymur,Tutierov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Guglielmo,Vicario,0,0,72,1710,23,0.1,448.0,0.0,6,321,44.9,7,0,1,6.9,48,GK,15.0
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Antonín,Kinský,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,39,GK,0.0
Pedro,Porro Sauceda,0,2,70,1505,17,366.5,322.8,58.0,4,292,74.9,7,0,4,12.7,52,DEF,13.5
Cristian,Romero,2,1,68,1277,17,53.5,371.4,122.0,8,236,54.6,5,1,7,3.7,50,DEF,13.6
Kevin,Danso,0,0,26,581,10,7.1,175.2,8.0,1,106,19.1,2,0,4,0.1,42,DEF,6.2
Ben,Davies,0,0,1,31,1,1.0,11.2,0.0,0,4,1.2,0,0,0,0.1,43,DEF,0.2
Radu,Drăgușin,0,0,1,5,0,0.3,0.0,4.0,0,2,0.4,0,0,0,0.0,45,DEF,0.2
Djed,Spence,0,0,51,1253,15,109.5,156.8,75.0,1,190,34.0,7,0,2,1.2,43,DEF,11.9
Destiny,Udogie,0,1,13,605,13,98.3,119.0,57.0,0,58,27.4,0,0,1,0.3,43,DEF,3.0
Micky,van de Ven,3,0,82,1609,21,60.0,359.2,133.0,8,293,55.2,7,0,4,27.1,45,DEF,18.2
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID,0.0
James,Maddison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,68,MID,0.0
Mohammed,Kudus,2,6,74,1517,20,413.7,333.4,300.0,7,255,104.6,7,0,3,14.1,64,MID,11.6
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID,0.0
Mathys,Tel,2,1,30,284,4,26.2,80.4,61.0,2,88,16.9,1,0,0,0.1,62,MID,4.8
Rodrigo,Bentancur,1,1,59,1232,18,150.4,241.2,85.0,3,234,47.9,5,0,4,0.2,53,MID,11.1
Lucas,Bergvall,1,2,36,724,9,76.0,130.2,115.0,0,129,32.3,3,0,2,0.2,53,MID,6.8
Yves,Bissouma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52,MID,0.0
Wilson,Odobert,0,1,29,602,9,128.9,86.0,111.0,3,102,32.5,1,0,0,0.0,53,MID,5.5
